Eswatini,Recovered,259,1
Eswatini,Active,257,1
West Bank and Gaza,Confirmed,514,1
West Bank and Gaza,Deaths,3,1
West Bank and Gaza,Recovered,415,1
West Bank and Gaza,Active,96,1
Liberia,Confirmed,509,1
Liberia,Deaths,33,1
Liberia,Recovered,222,1
Liberia,Active,254,1
Tanzania,Confirmed,509,1
Tanzania,Deaths,21,1
Tanzania,Recovered,183,1
Tanzania,Active,305,1
Libya,Confirmed,484,1
Libya,Deaths,10,1
Libya,Recovered,76,1
Libya,Active,398,1
Taiwan*,Confirmed,445,1
Taiwan*,Deaths,7,1
Taiwan*,Recovered,433,1
Taiwan*,Active,5,1
Zimbabwe,Confirmed,391,1
Zimbabwe,Deaths,4,1
Zimbabwe,Recovered,62,1
Zimbabwe,Active,325,1
Mauritius,Confirmed,337,1
Mauritius,Deaths,10,1
Mauritius,Recovered,325,1
Mauritius,Active,2,1
Vietnam,Confirmed,334,1
Vietnam,Deaths,0,1
Vietnam,Recovered,325,1
Vietnam,Active,9,1
Montenegro,Confirmed,326,1
Montenegro,Deaths,9,1
Montenegro,Recovered,315,1
Montenegro,Active,2,1
Burma,Confirmed,262,1
Burma,Deaths,6,1
Burma,Recovered,179,1
Burma,Active,77,1
Suriname,Confirmed,236,1
Suriname,Deaths,6,1
Suriname,Recovered,48,1
Suriname,Active,182,1
Mongolia,Confirmed,197,1
Mongolia,Deaths,0,1
Mongolia,Recovered,111,1
Mongolia,Active,86,1
Comoros,Confirmed,197,1
Comoros,Deaths,3,1
Comoros,Recovered,127,1
Comoros,Active,67,1
Syria,Confirmed,177,1
Syria,Deaths,6,1
Syria,Recovered,0,1
Syria,Active,171,1
Guyana,Confirmed,171,1
Guyana,Deaths,12,1
Guyana,Recovered,99,1
Guyana,Active,60,1
Angola,Confirmed,148,1
Angola,Deaths,6,1
Angola,Recovered,64,1
Angola,Active,78,1
Brunei,Confirmed,141,1
Brunei,Deaths,3,1
Brunei,Recovered,138,1
Brunei,Active,0,1
Cambodia,Confirmed,128,1
Cambodia,Deaths,0,1
Cambodia,Recovered,126,1
Cambodia,Active,2,1
